date,jd_ut,Sun,Moon,Jupiter,Saturn,Jupiter_Saturn_sep
1425-09-17,2241798.5,182.44806404447328,241.06283683690427,226.41159411204512,224.5584223993242,1.853171712720922
1425-09-18,2241799.5,183.43424245982393,253.43314925868228,226.6005520867838,224.65644002113817,1.9441120656456405
1425-09-19,2241800.5,184.42093205683022,265.53874981322224,226.79077013351747,224.75530088797603,2.035469245541435
1425-09-20,2241801.5,185.40812687399134,277.4659532719104,226.98221827767512,224.85498273062382,2.127235547051299
1425-09-21,2241802.5,186.39582312795994,289.3048958097154,227.1748670855339,224.95546350565942,2.2194035798744665
1425-09-22,2241803.5,187.3840193467644,301.14333148654174,227.36868802440884,225.0567217366986,2.3119662877102485
1425-09-23,2241804.5,188.37271665256932,313.06154863025563,227.56365378204984,225.15873686578186,2.404916916267979
1425-09-24,2241805.5,189.361919236364,325.1279910244333,227.75973871834992,225.26148967083793,2.4982490475119903
1425-09-25,2241806.5,190.35163484803425,337.39548740116714,227.9569192843313,225.364962690734,2.5919565935973026
1425-09-26,2241807.5,191.3418751590656,349.89849032895745,228.15517440137205,225.4691405783522,2.686033823019841
1425-09-27,2241808.5,192.33265580769776,2.652006412976129,228.35448563322498,225.57401024260358,2.7804753906214046
1425-09-28,2241809.5,193.32399593697676,15.652786116871793,228.55483695689563,225.679560638532,2.875276318363632
1425-09-29,2241810.5,194.31591700424968,28.882942578138955,228.75621400718939,225.78578198544614,2.9704320217432496
1425-09-30,2241811.5,195.30844084039398,42.31559128728814,228.95860266855317,225.8926644162234,3.0659382523297722
