year,month,decimal_year,body,longitude_deg
1424,4,1424.2916666666667,Venus,347.96495476128575
1424,4,1424.2916666666667,Mars,350.3866829619208
1424,4,1424.2916666666667,Jupiter,189.5208598093643
1424,4,1424.2916666666667,Saturn,212.24599123792848
1424,5,1424.375,Mercury,42.12470276236888
1424,5,1424.375,Venus,19.996760383949454
1424,5,1424.375,Mars,13.155514541533885
1424,5,1424.375,Jupiter,187.35868372337083
1424,5,1424.375,Saturn,210.1845092410953
1424,6,1424.4583333333333,Mercury,82.16611464444713
1424,6,1424.4583333333333,Venus,55.34083591098033
1424,6,1424.4583333333333,Mars,35.85587418066571
1424,6,1424.4583333333333,Jupiter,187.82651324775028
1424,6,1424.4583333333333,Saturn,209.05382003458402
1424,7,1424.5416666666667,Mercury,141.39537820728648
1424,7,1424.5416666666667,Venus,90.72999216395259
1424,7,1424.5416666666667,Mars,56.642310045174526
1424,7,1424.5416666666667,Jupiter,190.75493297662757
1424,7,1424.5416666666667,Saturn,209.37741729595533
1424,8,1424.625,Mercury,174.68105099514003
1424,8,1424.625,Venus,128.23098297462752
1424,8,1424.625,Mars,76.40250412334507
1424,8,1424.625,Jupiter,195.6831666135653
1424,8,1424.625,Saturn,211.14529309169933
1424,9,1424.7083333333333,Mercury,163.33962607038418
1424,9,1424.7083333333333,Venus,166.50350105838118
1424,9,1424.7083333333333,Mars,93.55707421161075
1424,9,1424.7083333333333,Jupiter,201.83531272471367
1424,9,1424.7083333333333,Saturn,214.0332327255067
1424,10,1424.7916666666667,Mercury,210.72407363496006
1424,10,1424.7916666666667,Venus,204.0178223222046
1424,10,1424.7916666666667,Mars,105.99450309754089
1424,10,1424.7916666666667,Jupiter,208.33711543112113
1424,10,1424.7916666666667,Saturn,217.44792205939393
1424,11,1424.875,Mercury,258.68614459977965
1424,11,1424.875,Venus,242.9890260752929
1424,11,1424.875,Mars,110.92325408118467
1424,11,1424.875,Jupiter,215.00170276809698
1424,11,1424.875,Saturn,221.09824815381998
1424,12,1424.9583333333333,Mercury,273.85057055181363
1424,12,1424.9583333333333,Venus,280.7233624829924
1424,12,1424.9583333333333,Mars,104.15076179776182
1424,12,1424.9583333333333,Jupiter,220.75499344482543
1424,12,1424.9583333333333,Saturn,224.2220395267575
1425,1,1425.0416666666667,Mercury,281.1015545830784
1425,1,1425.0416666666667,Venus,319.6053589007307
1425,1,1425.0416666666667,Mars,93.48507560221856
1425,1,1425.0416666666667,Jupiter,225.2109937572129
1425,1,1425.0416666666667,Saturn,226.48114626507243
1425,2,1425.125,Mercury,329.4665376663727
1425,2,1425.125,Venus,358.17789329243635
1425,2,1425.125,Mars,93.26554375838185
1425,2,1425.125,Jupiter,227.32448785167895
1425,2,1425.125,Saturn,227.30441072663484
1425,3,1425.2083333333333,Mercury,21.65706960413978
1425,3,1425.2083333333333,Venus,32.515194959173556
1425,3,1425.2083333333333,Mars,101.10477027269341
